iter	Logloss
0	0.2979576718
1	0.1223608566
2	0.04947756636
3	0.02168002698
4	0.0117479851
5	0.007460768818
6	0.005320151444
7	0.00412339089
8	0.003415810652
9	0.002985396307
10	0.002705749733
11	0.002616294812
12	0.002473270608
13	0.00231346528
14	0.00224523235
15	0.002150755189
16	0.002123737424
17	0.002091161085
18	0.002069232513
19	0.002017827307
20	0.00200910132
21	0.00200908745
22	0.002009123064
23	0.002009123064
24	0.001985161098
25	0.001971731863
26	0.001930697603
27	0.001930697603
28	0.001910004088
29	0.001899619029
30	0.001899680639
31	0.001880636846
32	0.001872796811
33	0.001864522186
34	0.001849659186
35	0.001838748241
36	0.001824945112
37	0.001792077621
38	0.001792077621
39	0.001792114132
40	0.001782264761
41	0.001782151554
42	0.001770153627
43	0.00177010972
44	0.001762203953
45	0.001754391171
46	0.001754442999
47	0.001739534741
48	0.0017231511
49	0.001713837677
50	0.001713837677
51	0.001713893383
52	0.001713893383
53	0.001713893383
54	0.001703040921
55	0.001686128808
56	0.001672015445
57	0.001666823444
58	0.001666792618
59	0.001666792618
60	0.001653166847
61	0.001639701906
62	0.001639701906
63	0.001630150517
64	0.001630150517
65	0.00163010946
66	0.001630134337
67	0.001630067117
68	0.001630067117
69	0.001630067117
70	0.001630041394
71	0.00163007575
72	0.001630112488
73	0.001630132643
74	0.001630070303
75	0.001630051477
76	0.001630055368
77	0.001630055368
78	0.001630055368
79	0.001630050848
80	0.001611764161
81	0.001611750521
82	0.001611741343
83	0.001603561296
84	0.001595137753
85	0.001595137753
86	0.001595101946
87	0.00159510359
88	0.001589165083
89	0.001589139733
90	0.001589139733
91	0.001589139733
92	0.001576751631
93	0.001576751631
94	0.001576692885
95	0.001576734
96	0.001576734
97	0.001576734
98	0.001576734
99	0.001576672663
100	0.001576672663
101	0.001576755183
102	0.001576755183
103	0.001576755183
104	0.001576755183
105	0.001576681179
106	0.001576681179
107	0.001576713774
108	0.001576713774
109	0.001576686076
110	0.001576673665
111	0.001576662256
112	0.001576662256
113	0.001576662462
114	0.001576626244
115	0.001576626244
116	0.001576643971
117	0.001576643133
118	0.001576643133
119	0.001576631309
120	0.001576634751
121	0.001576591854
122	0.001576591854
123	0.001576591854
124	0.00157662429
125	0.00157656619
126	0.00157656619
127	0.001576569984
128	0.001576583913
129	0.001576583913
130	0.001576583913
131	0.001576527276
132	0.0015764845
133	0.001576512576
134	0.001576455578
135	0.001576444312
136	0.001576444312
137	0.001576474865
138	0.001576474865
139	0.001576474865
140	0.001576420953
141	0.001576474412
142	0.001576474412
143	0.001576474412
144	0.001576383339
145	0.001576383339
146	0.001576403972
147	0.001576403972
148	0.001576403972
149	0.001576403972
150	0.001576403972
151	0.001576403972
152	0.001576403972
153	0.001576403972
154	0.001576403972
155	0.001576403972
156	0.001576403972
157	0.001576403972
158	0.001576419943
159	0.001576419943
160	0.001576419943
161	0.001576419943
162	0.001576419943
163	0.001576419943
164	0.001576419943
165	0.001576419943
166	0.001576419943
167	0.001576419943
168	0.001576419943
169	0.001576419943
170	0.001576419943
171	0.001576419943
172	0.001576419943
173	0.001576419943
174	0.001576419943
175	0.001576419943
176	0.001576419943
177	0.001576419943
178	0.001576419943
179	0.001576419943
180	0.001576419943
181	0.001576419943
182	0.001576419943
183	0.001576419943
184	0.001576419943
185	0.001576419943
186	0.001576419943
187	0.001576419943
188	0.001576419943
189	0.001576419943
190	0.001576419943
191	0.001576419943
192	0.001576419943
193	0.001576419943
194	0.001576419943
195	0.001576419943
196	0.001576419943
197	0.001576419943
198	0.001576419943
199	0.001576419943
200	0.001576419943
201	0.001576419943
202	0.001576419943
203	0.001576419943
204	0.001576419943
205	0.001576419943
206	0.001576419943
207	0.001576419943
208	0.001576419943
